,Date,Rating,ReviewText
755,"August 12, 2020",5,Fleet Parts Sales Manager Good company with excellent products...at field level very good management and staff was very helpful from Corp. Headquarters.THE parts quality was outstanding as well as the programs to the customers.
756,"February 18, 2020",5,amazing work place great place to work the tech and management is extremely helpful and friendly. everyone seeks to help others succeed and working here has helped me out over and beyond.
757,"September 9, 2020",4,Great Culture I loved working at Ford Motor Co. It was a great atmosphere and teammates were always great and willing to help. The management was forthcoming and direct.
758,"September 8, 2020",3,Fun co workers un fun car part job Co workers were a little wild when things really get going but helpful when they can be management is just the thing looking over your shoulders criticizing. Pay was good starting off I only lasted a year 17 dollars. Imma miss Ford it’s definitely a different experience if you want to apply CAP ford tough coworkers. Also didn’t like the fact were worked very fast to do our position this is somebody’s car and safety we have to make sure is right or it could risk their lifes
759,"September 6, 2020",4,"Great job if you like to work No day is the same. Yes, we’re working an assembly line, but each day brings new challenges, mostly good. It feels great to overcome obstacles to build a quality American made UAW vehicle and you have a sense of pride to see that vehicle being driven by a family on the open road. As long as you stay positive, the people around you are uplifting, informative and entertaining. You really get to know your coworkers and management in such an intense environment. Even the plant manager will come to the floor to be hands on in an effort to solve an ongoing problem. We’re all on the same team. Unfortunately it seems to be company policy to keep the attrition rate high, and there’s no uniformity in how discipline is meted out. It’s best to never be late and never be absent without reason. As long as you show up and put forth a good faith effort, you’re mostly secure in your job. The union works with the company, so sometimes it seems like they have your back and sometimes they clearly side with the company wishes and turn a blind eye to our grievances. You will lose weight on this job! And you will gain muscle! When the line is running well, you’re literally on your feet working for hours at a time. Most days we work 10+ hours plus about 80 minutes worth of breaks. The breaks pass very quickly. We listen to music, talk to our coworkers for seconds between cars, and try to keep eachother uplifted. No question about it, this is a very physically demanding job. It pays well, and we get a lot of bonuses. The insurance is excellent and we get lots of other benefits too. If you are a good"
760,"September 3, 2020",5,Productive and Team Oriented Place to Work with a ping pong table Management is very supportive and will give you the tools to succeed in your job. You work as a team and you succeed as a team. You learn a lot in this high paced environment.  
761,"September 2, 2020",4,tough committed hard working people very dedicated group of employees.  teams are very committed to working collaboratively to deliver great vehicles and service solutions.  very long hours and team members sacrifice lots of personal time to support the end results
762,"September 2, 2020",4,Stress free  Reviewing all documents pending titles. Call Leon holders or dealers to inquire of the wait. Complete information for new deals and revisiting that all documents are completed for registering vehicles. 
763,"September 2, 2020",4,"goal oriented and driven If you are contract, little respect for you as a team member is given. Asked numerous times to be sat with group and was not. Was told that the open desk was for a direct hire. Was there for nearly a year before a group member realized what one of my passions was a no one ever made the effort to come to my desk."
764,"September 1, 2020",2,"Neposism The parts manager is bias to his son and this needs to be investigated. The work atmosphere is backstabbing, cutthroat, and agressive. The people in the office are phoney and do not care about you. There is no training for complex computer work, and when asking for help, expect to be blasted for how inconveniencing you are or just strait left to hang. The management is unaprochable unsupportive, and outright confrontational. "
765,"September 1, 2020",4,"Productive area  I love working here for the simple fact that the job keeps me busy, I like to stay on my feet and work for the whole duration of my work hours, it’s makes time really fly when you’re moving around the whole time."
766,"August 31, 2020",5,"Great people and fun to work there Great company , cares for it employees. Always willing to get what is needed to make their workers comfortable and safe. Ford is not only professional, it is quality is job one"
767,"August 29, 2020",5,7 out of 10 Ford was a really great job and had good benefits but they laid me off because of problems before I started working there. But it was a really good experience and I’m lucky
768,"August 29, 2020",2,"Immoral/Unethical Middle Management First I would like to say that I loved my Union Employees. They were amazing to work with and to help them grow as workers. They were the sole reason I stayed with the company for so long as the Supervisor General.The middle management (Superintendent & Plant Manager) were not pleasant to work under. You can never make them happy with your results. You get forced to work up to 16 hour shifts fairly often (Monday-Friday). Plus fairly often you'll be forced to work an 8 hour Saturday with minimal notice. Meaning Friday late evening you're informed that you're working Saturday (8AM-5PM). Training is pathetic. After you make enough mistakes they will finally get qualified trainers to train you for a few days, if you're lucky 5 days straight. But only for roughly 4 hours of your shift. After the trainer leaves, your expected to operate the SAP system, create endless new resorts and manage everything and everyone prefectly. If you don't, you'll get drilled.Need a day or more off work? Better be an expert begger! Yet watch the Superintendent take almost every Friday off for ""Family Fun Days."" Don't worry if you're lucky you'll get two days with your family a week. That's more than enough right? Don't expect the Superintendent to help you with much of anything but the minor, easy tasks. Never the in-depth, harder tasks. You'll learn the que, ""I've got (report, call, etc) then I'll be right back out to help you out!"" Then just calls or texts you from his climate controlled office, Multiple times, and never comes back out to help. If he does come back out to ""help"" it's to give"
769,"August 27, 2020",5,"Productive and innovative, fun place to work Based on my experience with Ford it was great. I definitely recommend developing the skills acquired and furthering career opportunities. Diversified company that cares about the employees with great benefits.  I worked the ventilator manufacturing launch. "
770,"August 26, 2020",1,Worst job Ford is full of if they tell you all the perks but don’t tell you what you deal with to get and enjoy them ford plays favoritism and if you don’t do what you are told even if it’s a safety hazard they don’t care and will Fire you and or retaliate against you 
771,"August 25, 2020",4,"Eh not awful, could be better The pay is great, the benefits are great, the people are pretty cool. Jobs are mostly standard and not entirely difficult. They will train you.  Management sucks, the union sucks. "
772,"August 22, 2020",5,"Loved it at the Rawsonville Plant  Great company to work for and the pay and benefits are awesome, people are great and they allow you to grow with the company. The union people are great they resolve all your issues if you have any"
773,"August 20, 2020",2,"Diversity  Diversity is over played. Management tended to be bias towards white people. Last two years I was discriminated against by my Muslim manager. I was in a department of (11) males, three were Muslim. I constantly helped one of the three, yet I fell victim to a 10% headcount reduction. My manager didn’t know how to read a part print."
774,"August 15, 2020",5,"International company with a great working environment Despite the aged nature of this company, the work culture is inclusive and shows care for the employee. The credit side is even more flat with a bit less hierarchy compared to the motor side. Pay is considered fair compared to the rest of the competitors. The management could show more respect to people who are contractors who actually do most of the work compared to full timers who get all the pay and benefits but not most of the workload. I hope this company and the industry will go on to reinvent itself and continue to succeed!"
775,"August 13, 2020",1,"horrible place to work in any capacity If you like being told that you are horrible at your job and told to quit by your superior, this is the job for you.  All of this takes place while you are actually performing well in your position!  Run, don't walk away from this company!"
776,"August 12, 2020",5,Fleet Parts Sales Manager Good company with excellent products...at field level very good management and staff was very helpful from Corp. Headquarters.THE parts quality was outstanding as well as the programs to the customers.
777,"February 18, 2020",5,amazing work place great place to work the tech and management is extremely helpful and friendly. everyone seeks to help others succeed and working here has helped me out over and beyond.
778,"August 5, 2020",5,Productive and fun environment  I enjoyed the job very much. Good hours and good breaks. The pay was worth it and the work was fun. I love conversating with people and with this job I was always reacting with a lot of individuals. 
779,"August 4, 2020",5,If I am going to work  as a laborer ● Pay & benefitsThe pay is excellent and so are the benefits thanks to the negotiations of the U A W labor union● OverallIf I am to work as a laborer. I want to be part of a labor union. Because my pay will keep up with the cost of living and my benefits will be considered extraordinary. Plus I can plan for retirement knowing when it comes I will not have to live in poverty. Most jobs in this country do not provide a living wage. A living wage is described as at least $20.00 a hour. I retired in 2009 and I was making $31.00 an hour.
780,"August 4, 2020",1,It is not a fun place to work. I wouldn't recommend or refer no one to work there. They have no air and the Staff is ALWAYS against you. They don't care about you. They just want your body there to build those trucks and vans.
781,"August 3, 2020",4,"Great benefits Great benefits including tuition reimbursement.  Great pay. The overtime is usually mandatory if not enough people volunteer. The overall culture leaves much to be desired"
782,"July 29, 2020",4,Good work Work is good if it present and if correctly inputted and organized can have a good financial outcome. Workers are always working and management is some times working.
783,"July 29, 2020",2,"Overall stable position but ignorant management style Management/supervisors don’t understand much about the jobs or what needs to be done, but the team members are usually supportive. As an individual ford doesn’t care much, but team leads are very encouraging"
784,"July 29, 2020",5,"Gained many life experiences durring my time of employment  Durring my time at ford I was out of high school. Working with grown men as my fellow mechanics, I began to understand life as an adult. I learned many valuable life lessons from simply having a friendship with my colleagues."
785,"July 29, 2020",5,Line worker I am currently making the ventalaters. I am working 12 hour days six to seven days a week. It's nice to know one day the ventalater that saved someone's life I had a hand in..
786,"July 28, 2020",5,"Fantastic company The management is second to none other that I’ve worked for. It is still sales, so sometimes there’s competition on the floor, but generally everyone works as a team and does it well."
787,"July 27, 2020",5,"Great company to work for I love working for Ford. They reward you for your good work in more ways than just your regular compensation! I've never worked for a company that gives you so much time off and flexibility to use it. The company has regular employee satisfaction surveys and they definitely take into consideration everything employees have to say. Many good changes come about because of those surveys. Of course you have to be dependable and do your work, but that is expected at any job. Many of the supervisors motivate and encourage you to be the best at your job and encourage you to move up. It's been a positive and uplifting culture to work in. "
788,"July 26, 2020",5,Growth and opportunity  I was their AVT technical librarian for 2 years and was allowed opportunities to learn new skills in my career. I now am self employed and would love to work with them again.  Ford has employed most of my family members through the years.
789,"July 24, 2020",5,Great place to work! My manager was great to work with. He was very encouraging and knowledgeable. The people that I worked with with were very friendly. I felt that the benefits and pay were also good.
790,"July 24, 2020",5,"Great Atmosphere  Probably the best company I have ever worked at. They have excellent work life balance, good pay and the people are amazing. Its a huge company but you do not feel left out. "
791,"July 23, 2020",2,"Nothing You have no life... mandatory work on days off,union sucks,forced transfer to whatever location..no compensation for inconvenience and poor work situations.."
792,"July 23, 2020",5,"Every day was a productive learning workplace. Management a typical day at work, warehouse operations, shipping and receiving, administrator, stocking merchandise, keeping track of orders for receiving and shipping."
793,"July 20, 2020",1,Stressful  Stressful long hours pay is not good No advancement bad management hot plant dirty No protection from virus bad culture and again long hot hours and leave little pay
794,"July 16, 2020",5,"Thanks for allowing me to share and seek employment again I would love to build some Broncos again.  Ford products are the best in the world. Being apart of a team committed to quality, efficiency and class is becoming."
795,"July 15, 2020",4,Productive all day long Ford trains you to do one or more jobs so you can get an overall experience of the company.   Each job is ergonomically fit to the person on each shift. 
796,"July 14, 2020",3,I really dislike working overnight The over night shift is from 5:30 pm- 5:00am. Just a really odd set of hours. Also working 11 hours over night is just a lot 5 days a week and sometimes 6 days. Leaves very little social life to work balance.
797,"July 14, 2020",5,Productive Working at ford I’ve meet amazing people the work environment can be stressful but only when we’re running behind besides that it’s usually a great job to have 
798,"February 18, 2020",5,amazing work place great place to work the tech and management is extremely helpful and friendly. everyone seeks to help others succeed and working here has helped me out over and beyond.
799,"August 5, 2020",5,Productive and fun environment  I enjoyed the job very much. Good hours and good breaks. The pay was worth it and the work was fun. I love conversating with people and with this job I was always reacting with a lot of individuals. 
800,"August 4, 2020",5,If I am going to work  as a laborer ● Pay & benefitsThe pay is excellent and so are the benefits thanks to the negotiations of the U A W labor union● OverallIf I am to work as a laborer. I want to be part of a labor union. Because my pay will keep up with the cost of living and my benefits will be considered extraordinary. Plus I can plan for retirement knowing when it comes I will not have to live in poverty. Most jobs in this country do not provide a living wage. A living wage is described as at least $20.00 a hour. I retired in 2009 and I was making $31.00 an hour.
801,"August 4, 2020",1,It is not a fun place to work. I wouldn't recommend or refer no one to work there. They have no air and the Staff is ALWAYS against you. They don't care about you. They just want your body there to build those trucks and vans.
802,"August 3, 2020",4,"Great benefits Great benefits including tuition reimbursement.  Great pay. The overtime is usually mandatory if not enough people volunteer. The overall culture leaves much to be desired"
803,"July 29, 2020",4,Good work Work is good if it present and if correctly inputted and organized can have a good financial outcome. Workers are always working and management is some times working.
804,"July 29, 2020",2,"Overall stable position but ignorant management style Management/supervisors don’t understand much about the jobs or what needs to be done, but the team members are usually supportive. As an individual ford doesn’t care much, but team leads are very encouraging"
805,"July 29, 2020",5,"Gained many life experiences durring my time of employment  Durring my time at ford I was out of high school. Working with grown men as my fellow mechanics, I began to understand life as an adult. I learned many valuable life lessons from simply having a friendship with my colleagues."
806,"July 29, 2020",5,Line worker I am currently making the ventalaters. I am working 12 hour days six to seven days a week. It's nice to know one day the ventalater that saved someone's life I had a hand in..
807,"July 28, 2020",5,"Fantastic company The management is second to none other that I’ve worked for. It is still sales, so sometimes there’s competition on the floor, but generally everyone works as a team and does it well."
808,"July 27, 2020",5,"Great company to work for I love working for Ford. They reward you for your good work in more ways than just your regular compensation! I've never worked for a company that gives you so much time off and flexibility to use it. The company has regular employee satisfaction surveys and they definitely take into consideration everything employees have to say. Many good changes come about because of those surveys. Of course you have to be dependable and do your work, but that is expected at any job. Many of the supervisors motivate and encourage you to be the best at your job and encourage you to move up. It's been a positive and uplifting culture to work in. "
809,"July 26, 2020",5,Growth and opportunity  I was their AVT technical librarian for 2 years and was allowed opportunities to learn new skills in my career. I now am self employed and would love to work with them again.  Ford has employed most of my family members through the years.
810,"July 24, 2020",5,Great place to work! My manager was great to work with. He was very encouraging and knowledgeable. The people that I worked with with were very friendly. I felt that the benefits and pay were also good.
811,"July 24, 2020",5,"Great Atmosphere  Probably the best company I have ever worked at. They have excellent work life balance, good pay and the people are amazing. Its a huge company but you do not feel left out. "
812,"July 23, 2020",2,"Nothing You have no life... mandatory work on days off,union sucks,forced transfer to whatever location..no compensation for inconvenience and poor work situations.."
813,"July 23, 2020",5,"Every day was a productive learning workplace. Management a typical day at work, warehouse operations, shipping and receiving, administrator, stocking merchandise, keeping track of orders for receiving and shipping."
814,"July 20, 2020",1,Stressful  Stressful long hours pay is not good No advancement bad management hot plant dirty No protection from virus bad culture and again long hot hours and leave little pay
815,"July 16, 2020",5,"Thanks for allowing me to share and seek employment again I would love to build some Broncos again.  Ford products are the best in the world. Being apart of a team committed to quality, efficiency and class is becoming."
816,"July 15, 2020",4,Productive all day long Ford trains you to do one or more jobs so you can get an overall experience of the company.   Each job is ergonomically fit to the person on each shift. 
817,"July 14, 2020",3,I really dislike working overnight The over night shift is from 5:30 pm- 5:00am. Just a really odd set of hours. Also working 11 hours over night is just a lot 5 days a week and sometimes 6 days. Leaves very little social life to work balance.
818,"July 14, 2020",5,Productive Working at ford I’ve meet amazing people the work environment can be stressful but only when we’re running behind besides that it’s usually a great job to have 
819,"February 18, 2020",5,amazing work place great place to work the tech and management is extremely helpful and friendly. everyone seeks to help others succeed and working here has helped me out over and beyond.
820,"July 12, 2020",3,"Overall a great job for the union benefits, terrible for family or social life. The jobs are physically as well as mentally demanding. The good pay makes the long hours seem bearable. The benefits are great, but you need them as over time the repetitive nature of your job brings strains and injuries. "
821,"July 11, 2020",4,Not a bad place at all Wish I would have started sooner.  I spent a great deal of time working at jobs that I thought would lead onward and upward.  This turned out not to be the case.
822,"July 10, 2020",1,"My boss and LL6 and his Boss an LL4, there was no middle layer My boss was very incompetent, he ask me for how to run a migration of a cloud project and when I provided that and told him how to run the project stole my idea and present it as his own, lied to his boss regarding reports where he couldn't figure out how to calculate numbers and blame me for mistakes, when I ask to talk to the level up, the reply from up above was that I trust my team, when I ask I am member of the team, they told me I am not because I am an contractor, I ran two successful projects in the same department but didn't matter, as these mangers both were white and claim they do not discriminate, but actions speaks louder then words, The most racist and back stabbing company, they hire minorities but do bare minimum to support them. You have to be an YES man and come to realize, if there's a choice between white and other races, they will always favor white people, if they are incompetent, it does not matter all they care as long you are white, I felt the whole time like I am walking on egg shells. You can't afford to make a mistake. I did not made any mistakes and still got the shaft."
823,"July 10, 2020",1,"Union production side of the work absolutely Sucks If you have a brain please find a different place to work. There is nothing fulfilling at the ford plant. If you’re offered a salary position, it’s a little better. They treat their hourly employees like a number"
824,"July 9, 2020",3,Great place Good people to work for friendly everyone will help you with anything you need eventually you can get hired in as employee lots of work always busy work to do
825,"July 8, 2020",3,fun cooworkers ok place to work.  Not very many reviews or compensation for the jobs completed.  Seems like they want you to do more and more with the same pay.   I feel like its a good starting place
826,"July 5, 2020",4,"Overall good. Minor issues - Layoffs and promotion abilities Overall I've enjoyed my time at Ford. I dont always agree with the decisions of upper management. Since the layoffs, I feel as though promotions have been minimal and as a younger professional that doesn't give me a ton of hope for the future and development of my career."
827,"July 3, 2020",1,Horrible place to work I wouldn't recommend anyone to go here unless you don't care how you're being treated. They don't care about you all the care about is the money the if the line stops because of you and it's over a minute your getting yelled at. And the union seems to be bought out by ford.
828,"July 3, 2020",4,"I loved Ford! I worked for ford for 2 years and it was a decent place to work, the workers where very nice and the jobs wasn’t  that bad,, it can be a little tough but after being there for so long u get use to everything that goes on! Im technically still apart of the ford family but Ik it’s a lot going on right now with all the virus stuff playing a big role in everyone’s life,, so I took some time off til it’s the right time to go back !"
829,"June 30, 2020",5,"Good, fun, interesting job with great benefits and pay ... if don’t like overtime may require mandatory overtime hours at times.  Great company to work for, great pay with excellent benefits ... most plants shutdown For a Period during the summer so your able to plan vacations ...Interesting fun place to work ."
830,"June 27, 2020",4,"Good experience for an intern I was hired by Ford as a supply chain intern. My projects for this summer internship included the following:Led the implementation of a repeatable, visual spare parts catalog in which over 2,000 items were updated to reduce mean time between repairs and waste in manpower from inaccurate requisitionsServed as a liaison between plant and staff employees and utilized a data analytics concept predictive model to contribute $11,456 in inventory reductionsConducted a time study to estimate manpower waste cost due to inaccurate requisitionsWhile the projects taught me overall how continuous improvement projects add value, they did not teach me any hard skills that I could transfer on to other experiences. This is why I believe I did not have as strong of a chance in receiving a full-time offer from the company."
831,"June 24, 2020",3,"I wouldn’t go back Good company, just need better management. Quick to judge without reviewing all of the facts. High turnover rate. People are great to work with, had fun."
832,"June 24, 2020",4,Working at Ford If you are a dedicated and hard worker Ford is for you. Punctuality and dedication are the 2 keys to success at Ford. One will learn the importance of safety and quality while working at Ford Motor company
833,"June 20, 2020",5,Excellent company culture Excellent retirement benefits. Company does an excellent job of hiring the best professional employees and providing exceptional packages for employee retention.
834,"June 20, 2020",5,Ford This is a great job if you okay standing for long periods of time . Very hard work but the benefit of working here is good .. very flexible work schedules .
835,"June 17, 2020",1,Not a very pleasing place to work Pay was great. The majority of the people in the facility did not care about each other. It was a dog eat dog world in there. No sense of comfort in my position. No encouragement from management. Mostly weed out the weak and people who struggle no care for individuals.
836,"June 17, 2020",1,Good challenges but skills over here are not respected Its good place to work with. But skills are not recognized. Policy of the compant doesnt hire visa holder even if you are talented. Good challenged...
837,"June 16, 2020",3,"A decent starter job in the industry Zero acknowledgement of ford training, promoting within takes way too long. Management does not care to move employees up, they don’t care to promote the use of ford training."
838,"June 15, 2020",5,"Muy buena compania. Una compañía con excelentes condiciones laborales, capacitación continua y posibilidades de progreso."
839,"June 12, 2020",4,Fun place Fun place to work great employees who really care about the customer service with what need to get done not just sell them service to make the dealership money cloninger ford is Just better
840,"February 18, 2020",5,amazing work place great place to work the tech and management is extremely helpful and friendly. everyone seeks to help others succeed and working here has helped me out over and beyond.
841,"July 12, 2020",3,"Overall a great job for the union benefits, terrible for family or social life. The jobs are physically as well as mentally demanding. The good pay makes the long hours seem bearable. The benefits are great, but you need them as over time the repetitive nature of your job brings strains and injuries. "
842,"July 11, 2020",4,Not a bad place at all Wish I would have started sooner.  I spent a great deal of time working at jobs that I thought would lead onward and upward.  This turned out not to be the case.
843,"July 10, 2020",1,"My boss and LL6 and his Boss an LL4, there was no middle layer My boss was very incompetent, he ask me for how to run a migration of a cloud project and when I provided that and told him how to run the project stole my idea and present it as his own, lied to his boss regarding reports where he couldn't figure out how to calculate numbers and blame me for mistakes, when I ask to talk to the level up, the reply from up above was that I trust my team, when I ask I am member of the team, they told me I am not because I am an contractor, I ran two successful projects in the same department but didn't matter, as these mangers both were white and claim they do not discriminate, but actions speaks louder then words, The most racist and back stabbing company, they hire minorities but do bare minimum to support them. You have to be an YES man and come to realize, if there's a choice between white and other races, they will always favor white people, if they are incompetent, it does not matter all they care as long you are white, I felt the whole time like I am walking on egg shells. You can't afford to make a mistake. I did not made any mistakes and still got the shaft."
844,"July 10, 2020",1,"Union production side of the work absolutely Sucks If you have a brain please find a different place to work. There is nothing fulfilling at the ford plant. If you’re offered a salary position, it’s a little better. They treat their hourly employees like a number"
845,"July 9, 2020",3,Great place Good people to work for friendly everyone will help you with anything you need eventually you can get hired in as employee lots of work always busy work to do
846,"July 8, 2020",3,fun cooworkers ok place to work.  Not very many reviews or compensation for the jobs completed.  Seems like they want you to do more and more with the same pay.   I feel like its a good starting place
847,"July 5, 2020",4,"Overall good. Minor issues - Layoffs and promotion abilities Overall I've enjoyed my time at Ford. I dont always agree with the decisions of upper management. Since the layoffs, I feel as though promotions have been minimal and as a younger professional that doesn't give me a ton of hope for the future and development of my career."
848,"July 3, 2020",1,Horrible place to work I wouldn't recommend anyone to go here unless you don't care how you're being treated. They don't care about you all the care about is the money the if the line stops because of you and it's over a minute your getting yelled at. And the union seems to be bought out by ford.
849,"July 3, 2020",4,"I loved Ford! I worked for ford for 2 years and it was a decent place to work, the workers where very nice and the jobs wasn’t  that bad,, it can be a little tough but after being there for so long u get use to everything that goes on! Im technically still apart of the ford family but Ik it’s a lot going on right now with all the virus stuff playing a big role in everyone’s life,, so I took some time off til it’s the right time to go back !"
850,"June 30, 2020",5,"Good, fun, interesting job with great benefits and pay ... if don’t like overtime may require mandatory overtime hours at times.  Great company to work for, great pay with excellent benefits ... most plants shutdown For a Period during the summer so your able to plan vacations ...Interesting fun place to work ."
851,"June 27, 2020",4,"Good experience for an intern I was hired by Ford as a supply chain intern. My projects for this summer internship included the following:Led the implementation of a repeatable, visual spare parts catalog in which over 2,000 items were updated to reduce mean time between repairs and waste in manpower from inaccurate requisitionsServed as a liaison between plant and staff employees and utilized a data analytics concept predictive model to contribute $11,456 in inventory reductionsConducted a time study to estimate manpower waste cost due to inaccurate requisitionsWhile the projects taught me overall how continuous improvement projects add value, they did not teach me any hard skills that I could transfer on to other experiences. This is why I believe I did not have as strong of a chance in receiving a full-time offer from the company."
852,"June 24, 2020",3,"I wouldn’t go back Good company, just need better management. Quick to judge without reviewing all of the facts. High turnover rate. People are great to work with, had fun."
853,"June 24, 2020",4,Working at Ford If you are a dedicated and hard worker Ford is for you. Punctuality and dedication are the 2 keys to success at Ford. One will learn the importance of safety and quality while working at Ford Motor company
854,"June 20, 2020",5,Excellent company culture Excellent retirement benefits. Company does an excellent job of hiring the best professional employees and providing exceptional packages for employee retention.
855,"June 20, 2020",5,Ford This is a great job if you okay standing for long periods of time . Very hard work but the benefit of working here is good .. very flexible work schedules .
856,"June 17, 2020",1,Not a very pleasing place to work Pay was great. The majority of the people in the facility did not care about each other. It was a dog eat dog world in there. No sense of comfort in my position. No encouragement from management. Mostly weed out the weak and people who struggle no care for individuals.
857,"June 17, 2020",1,Good challenges but skills over here are not respected Its good place to work with. But skills are not recognized. Policy of the compant doesnt hire visa holder even if you are talented. Good challenged...
858,"June 16, 2020",3,"A decent starter job in the industry Zero acknowledgement of ford training, promoting within takes way too long. Management does not care to move employees up, they don’t care to promote the use of ford training."
859,"June 15, 2020",5,"Muy buena compania. Una compañía con excelentes condiciones laborales, capacitación continua y posibilidades de progreso."
860,"June 12, 2020",4,Fun place Fun place to work great employees who really care about the customer service with what need to get done not just sell them service to make the dealership money cloninger ford is Just better
861,"February 18, 2020",5,amazing work place great place to work the tech and management is extremely helpful and friendly. everyone seeks to help others succeed and working here has helped me out over and beyond.
862,"June 8, 2020",5,Great Experience I learned more at Ford in one year than I would have anywhere else in five years. This place has a large population of people that have been in the business for 10+ years and have a wealth of knowledge to offer.
863,"June 7, 2020",5,"Hard work but paid well I took buyout in 2007. It was a great place to work but I didn't want to move when plants went through hard times.  Some regrets about leaving but live and learn. Job was very hard on my body. Great money!"
864,"June 7, 2020",5,Excellent Company to work for I really liked to work for this company. They have given me an opportunity to grow and learn new technical and personal skills and at the same time provide me an environment where I can contribute to innovate new products and contribute to the success of the company.
865,"June 6, 2020",4,"Great place. Great place to work for, I learned a lot... I gained alotvexperience through Ford credit. At the beginning learning everything was pretty difficult but once you got the hang of it it was awesome."
866,"June 5, 2020",2,"Lots of lifting and strenuous work Typically your day is very much the same day in and day out. You do the same job daily, lots of standing in one place, hot work environment, very loud."
867,"June 5, 2020",5,Great ford job Replace tires and detail cars lubes tires done what was needed to be done show up on time got cars in and out as fast as possible love going to work every day
868,"June 5, 2020",4,Good salary Very hard work great pay and very good benefits and retirement plan. This is a company where you can have a career. They also pay for tuition for school.
869,"June 4, 2020",3,"Internship It was fine. Would  have loved to do other work when I was there. But  a large company. Probably would work, largely because I changed career choice..."
870,"June 3, 2020",3,"If you want to advance in Manufacturung engineering. You need to be the bosses friend. Decent company  low-mid pay for good education and experience. But don’t expect to advance unless you are your bosses friend, and you play the “yes man”, even when it isn’t in the best interest of your group or the company."
871,"June 3, 2020",5,"Na Great company and team leaders  Great experience.Great cultureCare about their customers Work life balanceBe punctual Ask questions Business casual"
872,"June 2, 2020",3,"Could be a little better. A typical work day is usually washing service and brand new cars, while bringing around cars for customers. But only complaint I would have is the salary."
873,"June 2, 2020",5,"Just a very nice company to work for would work there again, had a great career and the people were great to work with and for. The company always for me looked for ways I could work and have a family life"
874,"June 2, 2020",1,"call center i do not recommend this place for employment,unless you like working for the call center.  I do not like the call center atmosphere.   Management does not back you."
875,"June 1, 2020",1,Racist company Upper management is extremely racist. Can be seen by the few minorities they have at senior level. I was in the auto industry for 10 years and never experienced anything like that. At one point I was even disciplined for having jury duty. Money isn't everything. You've been warned.
876,"May 27, 2020",3,Good Workplace - little room to progress outside of moving to Dearborn Good management but tough industry and outlook is unclear. I did not see a long-term fit and progress is not as much based on a meritocracy vs. tenure.
877,"May 25, 2020",1,Dying industry NO appreciation for being a Ford motor company technician. And no care and or regard for any technicians pay. Service advisors are more well payed than a 10 year Ford certified technician.
878,"May 25, 2020",5,Distance I loved it and it was very simple but it was too far from my home so I decided to not go back to work after cov-19 and I got introduced to indeed from a girl friend of mines .
879,"May 24, 2020",5,Great work environment 4 10 hour days great place to work & I loved working there until I found something better but I wish I would have stayed because I would have had almost 4 years in now
880,"May 22, 2020",3,"Long Hours, little direction, no benefits The money is good if you can sell, however the ford i worked for in new york would take every chance they could to screw you out of any money it could. The ordering is ridiculous, the incentives constantly shift mid month and management is borderline idiotic. They give you no 401k match, no health insurance, and they fight you for any paid time off you try to put in for."
881,"May 17, 2020",5,"Great work environment A very fast paced, friendly and hard working environment, that not only pays well but teaches excellence as well as commitment in the community   and the environment."
882,"February 18, 2020",5,amazing work place great place to work the tech and management is extremely helpful and friendly. everyone seeks to help others succeed and working here has helped me out over and beyond.
883,"June 8, 2020",5,Great Experience I learned more at Ford in one year than I would have anywhere else in five years. This place has a large population of people that have been in the business for 10+ years and have a wealth of knowledge to offer.
884,"June 7, 2020",5,"Hard work but paid well I took buyout in 2007. It was a great place to work but I didn't want to move when plants went through hard times.  Some regrets about leaving but live and learn. Job was very hard on my body. Great money!"
885,"June 7, 2020",5,Excellent Company to work for I really liked to work for this company. They have given me an opportunity to grow and learn new technical and personal skills and at the same time provide me an environment where I can contribute to innovate new products and contribute to the success of the company.
886,"June 6, 2020",4,"Great place. Great place to work for, I learned a lot... I gained alotvexperience through Ford credit. At the beginning learning everything was pretty difficult but once you got the hang of it it was awesome."
887,"June 5, 2020",2,"Lots of lifting and strenuous work Typically your day is very much the same day in and day out. You do the same job daily, lots of standing in one place, hot work environment, very loud."
888,"June 5, 2020",5,Great ford job Replace tires and detail cars lubes tires done what was needed to be done show up on time got cars in and out as fast as possible love going to work every day
889,"June 5, 2020",4,Good salary Very hard work great pay and very good benefits and retirement plan. This is a company where you can have a career. They also pay for tuition for school.
890,"June 4, 2020",3,"Internship It was fine. Would  have loved to do other work when I was there. But  a large company. Probably would work, largely because I changed career choice..."
891,"June 3, 2020",3,"If you want to advance in Manufacturung engineering. You need to be the bosses friend. Decent company  low-mid pay for good education and experience. But don’t expect to advance unless you are your bosses friend, and you play the “yes man”, even when it isn’t in the best interest of your group or the company."
892,"June 3, 2020",5,"Na Great company and team leaders  Great experience.Great cultureCare about their customers Work life balanceBe punctual Ask questions Business casual"
893,"June 2, 2020",3,"Could be a little better. A typical work day is usually washing service and brand new cars, while bringing around cars for customers. But only complaint I would have is the salary."
894,"June 2, 2020",5,"Just a very nice company to work for would work there again, had a great career and the people were great to work with and for. The company always for me looked for ways I could work and have a family life"
895,"June 2, 2020",1,"call center i do not recommend this place for employment,unless you like working for the call center.  I do not like the call center atmosphere.   Management does not back you."
