date,rating,review
2015-07-07,5.0,Toyota It was an amazing experience. I learn a lot of wisdom. I had an amazing boss. Very sweet and caring. No stress. Nothing was hard about this job. I love the hours.
2015-07-07,5.0,"Toyota is a fantastic place to work A typical day at TFS begins with a review of task that require immediate attention either because of the previous evenings incidents or problems causing business impact.  A review is conducted with the SME's in my team to ensure the root cause is identified and a fix is either implemented or will be implemented in the immediate future.  Then I immerse myself into projects, planning and implementations. At TFS I have learned that there is no one individual to blame for any events that adversely affect the business.  There is however a sense of Kaizen, continuous improvement.  Improvement in processes, training, and systems.  This is engrained in the management and their employees from beginning.  Collaboration is key.  There is a sense of teamwork without competition. Management at TFS can be perceived as being slow to react but they seem to make decisions for the long run and not a knee jerk reaction to short term issues.  This can be the hardest part of the job as well.  One needs patience.  Even when one is perceived as being not fit for a position, TFS takes the time to invest in their people. The most enjoyable part of the job is not the work itself the what other opportunities the TFS offers.  It offers great work life balance, great healthcare and really nice gym and swimming pool at the work place.  People seem to thrive at TFS."
2015-07-07,5.0,"Good place to work Good people, nice work place, Strong management and goals orientation.  I wish I was able to work there longer, Toyota is a great place to work,"
2015-07-07,5.0,"Good place to work Good people, nice work place, Strong management and goals orientation.  I wish I was able to work there longer, Toyota is a great place to work,"
2015-07-08,3.0,Not the worst place Ive worked Limited growth but they tell you that they will develop you within the company.  Breaks are short and the hours are long.  It is an assembly line so you have to keep up with the speed of the line and there is not much room for miscalculations.  Runs mostly on a skeleton crew with not much flexibility to train at new work.
2015-07-08,3.0,Day at Work Identified incoming checks from Tax Collectors and Customers.  Entered checks into customer personal accounts.  Filed for refund to customers.  Maintained daily check run for approximately 50-100 checks daily.  Heavy phones and email with Tax Collectors and Assessors.  Maintained Aging Reports to send to Collection Agency.  Sent Customer Service Requests Letters when needed.
2015-07-08,3.0,Not the worst place Ive worked Limited growth but they tell you that they will develop you within the company.  Breaks are short and the hours are long.  It is an assembly line so you have to keep up with the speed of the line and there is not much room for miscalculations.  Runs mostly on a skeleton crew with not much flexibility to train at new work.
2015-07-08,3.0,Day at Work Identified incoming checks from Tax Collectors and Customers.  Entered checks into customer personal accounts.  Filed for refund to customers.  Maintained daily check run for approximately 50-100 checks daily.  Heavy phones and email with Tax Collectors and Assessors.  Maintained Aging Reports to send to Collection Agency.  Sent Customer Service Requests Letters when needed.
2015-07-09,4.0,Productive Great place to work however it is difficult to advance.  Team members stay within their positions for very long time which limits promotional opportunities.
2015-07-09,5.0,"Great work place, great pay hours are very fair This is a great work place. Helpfull management and staff. I have never had a more pleasurable work experience. The most enjoyable part of the day is just seeing hapy customers, and having a smiling face because of the no pressure sales here. Pay scale is very fair and explained when you are first hired. On the job training is also offered."
2015-07-09,4.0,Productive Great place to work however it is difficult to advance.  Team members stay within their positions for very long time which limits promotional opportunities.
2015-07-09,5.0,"Great work place, great pay hours are very fair This is a great work place. Helpfull management and staff. I have never had a more pleasurable work experience. The most enjoyable part of the day is just seeing hapy customers, and having a smiling face because of the no pressure sales here. Pay scale is very fair and explained when you are first hired. On the job training is also offered."
2015-07-09,4.0,"Vary good pay for Area The shutdown weeks and holidays off are definitely a big bonus. The people working there are very dedicated and very much team players. Pay is awesome for the area, with pay raises twice a year. Bonus and benefits are getting worse but is not too bad compared to other companiesThey have tried to adjust work hours for 2nd shift to help out with family life etc. Still not the best shift to be on. Dont expect to go to day shift the first 78 years of employment besides shorter stints"
2015-07-10,4.0,"Overall good place Tries to support its employees in most things.Moving to TX, many of the things that make it a great place to work might not stay with the company through the move."
2015-07-11,3.0,"Where mechanics are put out to pasture. Favoritism is very evident in dispatch (central dispatch). Flat rate hours are slim, writers unable to clearly communicate with customers or are too demanding of techs."
2015-07-11,3.0,"Where mechanics are put out to pasture. Favoritism is very evident in dispatch (central dispatch). Flat rate hours are slim, writers unable to clearly communicate with customers or are too demanding of techs."
2015-07-12,5.0,"Productive and a fun place to work at Toyota center is a good job to work at. I loved it when I was there even though you might work with different groups each time you work, we still work together and got our job done nothing was never hard to do.the only thing was there was no benefits. but everything else good."
2015-07-12,5.0,"Productive and a fun place to work at Toyota center is a good job to work at. I loved it when I was there even though you might work with different groups each time you work, we still work together and got our job done nothing was never hard to do.the only thing was there was no benefits. but everything else good."
2015-07-13,4.0,"Would have been great if they weren't moving to Texas Excellent stable company with competitive salary, benefits, bonuses and raises each year if you do your job well, and great workers with overall motivated goals/good work ethic for the most part. There will always be lazy people in any large firm but most of the associates here have good moral and are satisfied with their jobs. If they can't move up that is their fault it's a competitive company.Moving to Texas and not giving much benefits to lower level jobs assuming they can just hire these kinds of talent (like assistants)  once they get to Texas for a lower salary."
2015-07-13,4.0,"Great people who became family, nice place to work A typical day at Toyota is very relaxed. greeting customers, answering phones and putting information in the computer system. I learned to accept everyone and that working in a car dealership is very competitive. The management there was not so great. Constantly changing sales managers and general managers and replacing people a lot. I enjoyed every one of my co workers though. I was let go because I did not work directly with Toyota I worked through a temp agency and the new manager that came in decided that he didn't want temps at his dealership anymore, so he let many of us go In a days notice. I'm extremely disappointed with Toyota and expected much more from them. That was my favorite job and I saw myself there for a long time, had they not let me go."
2015-07-13,4.0,"Great people who became family, nice place to work A typical day at Toyota is very relaxed. greeting customers, answering phones and putting information in the computer system. I learned to accept everyone and that working in a car dealership is very competitive. The management there was not so great. Constantly changing sales managers and general managers and replacing people a lot. I enjoyed every one of my co workers though. I was let go because I did not work directly with Toyota I worked through a temp agency and the new manager that came in decided that he didn't want temps at his dealership anymore, so he let many of us go In a days notice. I'm extremely disappointed with Toyota and expected much more from them. That was my favorite job and I saw myself there for a long time, had they not let me go."
2015-07-16,4.0,"Very Good But FAR From Excellent Good immersion into the Toyota Way of thinking.Extremely patient with new hiresExceptional opportunity for internal advancement (higher education optional in many cases)Communication has a lot more to be desired""True"" leader develop missing""Good ole boy"" culture exists despite many trying to dissolve it."
2015-07-16,3.0,"Position does not lend itself to having a home life I had to work from bell to bell. Extremely long hours. No overtime. They paid ""flex-time"" which is less than your hourly rate."
2015-07-16,3.0,"Position does not lend itself to having a home life I had to work from bell to bell. Extremely long hours. No overtime. They paid ""flex-time"" which is less than your hourly rate."
2015-07-16,5.0,"Productive work place. Toyota is a great place to work. Nice people, good working environment, overall satisfying place. Friendly people. Great atmosphere."
2015-07-16,5.0,"Productive work place. Toyota is a great place to work. Nice people, good working environment, overall satisfying place. Friendly people. Great atmosphere."
2015-07-16,4.0,"It's about making problems visible. The best company I have worked for in my career in terms of discipline, focus, and general people development (if you're paying attention). Great benefits.Intense and highpressure environment. If your system is designed to make problems visible, which TPS is, then that's what your work is going to be about."
2015-07-17,5.0,"fun place to work ,just like family check in 8 am ,do rounds make sure all lights are working , all water station are full ,trash is empty , and that the night crew cleaned all counters and wash rooms ,check parking lots for trash , load use tires for recycling bring to trailer and load trailer, drive out to owners 4 houses and check pools and clean if needed, check guest houses and clean if needed , do lawns if needed, check trails and clean brush as needed , feed fish in pond , check out cars and wash as needed ,also see if they need anything else done, go back to dealership and do rounds again"
2015-07-17,5.0,"fun place to work ,just like family check in 8 am ,do rounds make sure all lights are working , all water station are full ,trash is empty , and that the night crew cleaned all counters and wash rooms ,check parking lots for trash , load use tires for recycling bring to trailer and load trailer, drive out to owners 4 houses and check pools and clean if needed, check guest houses and clean if needed , do lawns if needed, check trails and clean brush as needed , feed fish in pond , check out cars and wash as needed ,also see if they need anything else done, go back to dealership and do rounds again"
2015-07-17,5.0,"Finance Great company, benefits, culture, products.Limited mobility, moving to Texas."
2015-07-18,3.0,"Great Environment Toyota, is a great company to work for if work/life balance is your biggest priority.  Management is very supportive.  Incredibly collaborative culture.  The very antithesis of a hostile environment.  Everyone is very kind and patient.  If you're looking for a job that will really push and challenge you and pay you accordingly, this probably isn't the best fit.  Probably not for someone with a strong entrepreneurial spirit."
2015-07-18,3.0,"Great Environment Toyota, is a great company to work for if work/life balance is your biggest priority.  Management is very supportive.  Incredibly collaborative culture.  The very antithesis of a hostile environment.  Everyone is very kind and patient.  If you're looking for a job that will really push and challenge you and pay you accordingly, this probably isn't the best fit.  Probably not for someone with a strong entrepreneurial spirit."
2015-07-19,1.0,"I speak for ex, present,  and future employees. Managers only focus on one thing.  Take over the world. If you want to have a personal life this is not the  Place to work. Mandatory late night hrs. At least once a week. Mandatory Sunday schedule.  Very bad working conditions. Hottest shop I ever worked in. And if you plan on being an advisor forget about it. The service manager has his son sitting right next to him as an advisor.  Need I say favoritism. Might be a good place for beginners.  They will  have you jumping through so many hoops every job there after will be a piece of cake. :-)"
2015-07-19,1.0,"I speak for ex, present,  and future employees. Managers only focus on one thing.  Take over the world. If you want to have a personal life this is not the  Place to work. Mandatory late night hrs. At least once a week. Mandatory Sunday schedule.  Very bad working conditions. Hottest shop I ever worked in. And if you plan on being an advisor forget about it. The service manager has his son sitting right next to him as an advisor.  Need I say favoritism. Might be a good place for beginners.  They will  have you jumping through so many hoops every job there after will be a piece of cake. :-)"
2015-07-20,5.0,"great great company, co workers, staff, faculty and business. customer service driven. putting customer first. emails, quotes, setting appointments, and exceeding daily goals."
2015-07-20,5.0,"great great company, co workers, staff, faculty and business. customer service driven. putting customer first. emails, quotes, setting appointments, and exceeding daily goals."
2015-07-21,4.0,working here was great even though it was short lived i enjoyed working at Toyota jamaica it gave me a bit of knowledge than can take me a far way. i would go back to working here .
2015-07-21,4.0,working here was great even though it was short lived i enjoyed working at Toyota jamaica it gave me a bit of knowledge than can take me a far way. i would go back to working here .
2015-07-21,2.0,"Job Security Toyota is a good place to work if you can handle all of the negative things about it. They don't care about work/life balance. You work swing shift. 2 weeks days, 2 weeks nights, and about 1-2 saturdays a month. both shift. you work mon-fri. shifts are horrible. pay is ok for mississippi, but were the lowest paid toyota nationally. insurance is amazing though. thats the only perk to this job."
2015-07-21,2.0,"Job Security Toyota is a good place to work if you can handle all of the negative things about it. They don't care about work/life balance. You work swing shift. 2 weeks days, 2 weeks nights, and about 1-2 saturdays a month. both shift. you work mon-fri. shifts are horrible. pay is ok for mississippi, but were the lowest paid toyota nationally. insurance is amazing though. thats the only perk to this job."
2015-07-23,4.0,"A good company stuck in its ways Toyota Motor Sales was a great company to join out of school, they have a lot of resources to put into training new employees and genuinely care about the people that work there.  The company is very analytical and data driven, though they can let the pursuit of complete understanding prevent them from making timely decisions.  I have enjoyed my time here.  I worked in 4 different departments and no two days were alike.  I learned a lot about the business world and how to negotiate life in a large corporate environment."
2015-07-23,4.0,"A good company stuck in its ways Toyota Motor Sales was a great company to join out of school, they have a lot of resources to put into training new employees and genuinely care about the people that work there.  The company is very analytical and data driven, though they can let the pursuit of complete understanding prevent them from making timely decisions.  I have enjoyed my time here.  I worked in 4 different departments and no two days were alike.  I learned a lot about the business world and how to negotiate life in a large corporate environment."
2015-07-24,3.0,"fast paced environment, a step above many call centers Great atmosphere, positive, and character building if new to call center.  Lots of opportunity to participate if you are open to it and makes you come out of your shell.  Lots of coaching opportunities, less likely for disciplinary action for job performance bc of chances to have a decent learning curve."
2015-07-24,3.0,"fast paced environment, a step above many call centers Great atmosphere, positive, and character building if new to call center.  Lots of opportunity to participate if you are open to it and makes you come out of your shell.  Lots of coaching opportunities, less likely for disciplinary action for job performance bc of chances to have a decent learning curve."
2015-07-26,3.0,"Management Level Excellent benefits, steady job (no layoffs).  Great school to learn how to do things right in the car business.Career advancement can be painfully slow.  Salaries are most likely the lowest in the auto industry; if you can live with that then I highly recommend Toyota."
2015-07-27,4.0,Good job Good pay and benefits packageTerrible communication between leadership and team members.
2015-07-27,4.0,Great and educational experience. One learns a lot and develops and enhances their hands on skillsWork with a team which can sometimes get hectic. Hours are waky
2015-07-27,3.0,Fun work enviroment Only worked seasonal. Great work environment. Friendly co workers and very friendly customers. I enjoyed the way they took care of their staff with food and beverages from time to time and great leadership as well.
2015-07-27,5.0,The most enjoyable part of the job is to see my plan come together. Great company and great products. Meticulous planning in most cases that lead to great outcomes. Excellent Upper management who had vision and yet were humble and had empathy.
2015-07-27,3.0,Fun work enviroment Only worked seasonal. Great work environment. Friendly co workers and very friendly customers. I enjoyed the way they took care of their staff with food and beverages from time to time and great leadership as well.
2015-07-27,5.0,The most enjoyable part of the job is to see my plan come together. Great company and great products. Meticulous planning in most cases that lead to great outcomes. Excellent Upper management who had vision and yet were humble and had empathy.
2015-07-27,3.0,productive and friendly environment .A typical day at work may vary base on what account one is working for as the work load varies. I have learn to work with different individuals from varying cultural background. Management and co workers all work insync to achieve the goal of the company.  i enjoy working for this company due to the relationship that I build over the years.
2015-07-27,3.0,productive and friendly environment .A typical day at work may vary base on what account one is working for as the work load varies. I have learn to work with different individuals from varying cultural background. Management and co workers all work insync to achieve the goal of the company.  i enjoy working for this company due to the relationship that I build over the years.
2015-07-28,5.0,"Great products and a good organization I have worked for Toyota in some shape or form for almost 20 years.  The organization is filled with many dedicated, smart and committed associates that care about the product."
2015-07-28,5.0,"Exciting, New, Unique, Corporate Various assignments, Major projects that would be worked on throughout entire internship. We were a very active group with in volunteer opportunites."
2015-07-28,4.0,"Business Manager/Closer I was responsible for funding the 120-150 retail/lease contracts I closed each month for the sales staff.  Additionally provided major income stream for the dealership in insurance sales on these contracts while maintaining above industry average in customer service index scores. The hardest part of the job were the 16 hr days 6 days a week, but watching my team become more and more successful each week was well worth it.  I forged many friendships there, and I find myself each week, it seems like, on the phone with a salesman at that dealership helping him through a strategy to close a deal.I particularly enjoyed the freedom and resources to do business without having to gain approval from multiple people."
2015-07-28,4.0,"skills Ensure smooth and profitable operation of service department.  Managed the front end service advisor staff Manage proactive follow up with current and previous customers Oversee proper dispatching of work to service technicians  Provide feedback to service advisors on their performance  Direct, assist, and motivate department personnel to achieve maximum productivity, efficiency and profitability."
2015-07-28,4.0,"Business Manager/Closer I was responsible for funding the 120-150 retail/lease contracts I closed each month for the sales staff.  Additionally provided major income stream for the dealership in insurance sales on these contracts while maintaining above industry average in customer service index scores. The hardest part of the job were the 16 hr days 6 days a week, but watching my team become more and more successful each week was well worth it.  I forged many friendships there, and I find myself each week, it seems like, on the phone with a salesman at that dealership helping him through a strategy to close a deal.I particularly enjoyed the freedom and resources to do business without having to gain approval from multiple people."
2015-07-28,5.0,"Great products and a good organization I have worked for Toyota in some shape or form for almost 20 years.  The organization is filled with many dedicated, smart and committed associates that care about the product."
2015-07-28,4.0,"skills Ensure smooth and profitable operation of service department.  Managed the front end service advisor staff Manage proactive follow up with current and previous customers Oversee proper dispatching of work to service technicians  Provide feedback to service advisors on their performance  Direct, assist, and motivate department personnel to achieve maximum productivity, efficiency and profitability."
2015-07-28,5.0,"Exciting, New, Unique, Corporate Various assignments, Major projects that would be worked on throughout entire internship. We were a very active group with in volunteer opportunites."
2015-07-29,5.0,very well organized would have a safety meeting in the morning and the start the work day as a material handler. I operated a tugger and forklift while pulling carts full of materials to their desired areas and departments.
2015-07-29,5.0,very well organized would have a safety meeting in the morning and the start the work day as a material handler. I operated a tugger and forklift while pulling carts full of materials to their desired areas and departments.
2015-08-02,5.0,famliy company Flrxable schedule good healthy place to work good folks to work forCan't think of any thing. Commivatikn was always the key
2015-08-03,4.0,Toyota Of Bowie This company was okay to work for. My biggest reason for leaving was my commute. I live about 1 1/2hrs south and my drive one way could be up to 3 hrs. The comptroller they had at the time of my employment could be tidiest however I was able to adjust to her requirements just fine. We had 13 females in our office at the time which I think was the most difficult part of the job for most people. My job did not require me to have much interaction with them so that was not a problem for me.
2015-08-03,3.0,"Direct Sales Manager This company was great to me during the 2 month training process, of which a graduated top of my class.  But the training and guidance I needed once I was on site was not great."
2015-08-03,5.0,sales I love working at toyota they are very friendly the culture is great and positive and much better than other dealers in the area
2015-08-03,3.0,"Direct Sales Manager This company was great to me during the 2 month training process, of which a graduated top of my class.  But the training and guidance I needed once I was on site was not great."
2015-08-03,5.0,Good place to work Good place to work and learn the production line process. Team Leaders were understanding and had my best interest in my ability at work
2015-08-03,4.0,"Fun job I was an independent dealer trade driver.  I had very little contact with anyone in the company.  Salary was good, paid per drive depending on distance."
2015-08-03,5.0,sales I love working at toyota they are very friendly the culture is great and positive and much better than other dealers in the area
2015-08-03,4.0,Toyota Of Bowie This company was okay to work for. My biggest reason for leaving was my commute. I live about 1 1/2hrs south and my drive one way could be up to 3 hrs. The comptroller they had at the time of my employment could be tidiest however I was able to adjust to her requirements just fine. We had 13 females in our office at the time which I think was the most difficult part of the job for most people. My job did not require me to have much interaction with them so that was not a problem for me.
2015-08-03,5.0,Good place to work Good place to work and learn the production line process. Team Leaders were understanding and had my best interest in my ability at work
2015-08-03,4.0,"Fun job I was an independent dealer trade driver.  I had very little contact with anyone in the company.  Salary was good, paid per drive depending on distance."
2015-08-04,1.0,"Waste of time Starts you at minimum wage, however, can work as much overtime as you wish if you ask for the hours. When it slows down, management will get angry with you for not ""staying busy"". There isn't much to do except wait for customers to pull up so you can tag their cars up and park them for service/maintenance."
2015-08-04,3.0,"Productive Learned how to fix cosmetic damages on vehicles. Worked with a lot of great people. Got a good insight look on how cars are made, what each process goes through to making a car that the world uses everyday."
2015-08-04,3.0,"Productive Learned how to fix cosmetic damages on vehicles. Worked with a lot of great people. Got a good insight look on how cars are made, what each process goes through to making a car that the world uses everyday."
2015-08-04,1.0,"Waste of time Starts you at minimum wage, however, can work as much overtime as you wish if you ask for the hours. When it slows down, management will get angry with you for not ""staying busy"". There isn't much to do except wait for customers to pull up so you can tag their cars up and park them for service/maintenance."
2015-08-04,5.0,"fun and educational Working at Toyota West was a fun and learning experience. I learned a lot about the car industry and how it all works. Also, the people were great. It was a great first job."
2015-08-04,1.0,"Team member pay is good for now....place was great when the Japanese were here; now that the Americans are running  it, they make it their life's mission to make sure we make less while they make more!!cant keep up with demand for Tacoma because they are number one w JD Power, so Toyotas reward  2 us is that they are going to make us start working saturdays & taking away our time & 1/2 & make it a regular work day so no more weekends to allow our bodies to recover from the hell they put us through 12 hrs a day.that way we can run 6 days a week w a day off on Sun maybe & another one off during the week. so basically we are taking a pay cut and losing our weekends to spend with our families while Toyota is making money hand over fist (i.e tax incentives from san antonio etc) despite the fact we cant keep up with demand.They are currently having a job fair, you will only b hired as a temp with Aerotek making about 14 something an hour. Dont consider it if you want a life."
2015-08-04,5.0,"fun and educational Working at Toyota West was a fun and learning experience. I learned a lot about the car industry and how it all works. Also, the people were great. It was a great first job."
2015-08-05,4.0,Poor management Management very confused not organized. Quite a bit of work distribution not consistent. Many confusing assignments.
2015-08-05,4.0,Poor management Management very confused not organized. Quite a bit of work distribution not consistent. Many confusing assignments.
2015-08-06,5.0,"Manager Respect for People is one of the core pillars of the company, collaborative environment, not competitive; Benefits are significantly better than others; Challenging work and an environment that accepts change from lower levels.Long hours, high travel, and slow promotion path"
2015-08-06,4.0,"Good starting postions for the field Always busy and everybody is easy to work with, not sure about the change in management. Learning new things, change in pay scale not to my benefit and was never discussed ahead of time."
2015-08-06,2.0,BDC associate I guess the have flexible hours.No room to grow.bad managent.
2015-08-06,4.0,West Paint Good People to work withToo much OT. Hard to balance family.
2015-08-06,4.0,"Good starting postions for the field Always busy and everybody is easy to work with, not sure about the change in management. Learning new things, change in pay scale not to my benefit and was never discussed ahead of time."
2015-08-06,1.0,"Poor Management Benefits, vehicle program, health insurance, you get paid overtime.Micromanagers everywhere, old boys club...HR doesn't do anything. Managers just show off and brag to their superiors, and forget everyone else below them. Only get promoted if you kiss up to the right person. No recognition, crappy performance review system"
2015-08-07,3.0,"Great PRODUCT and PAY; WORST management ever.... Great job and pay but no amount of money is worth the ""STRESS"" of how the department I worked in is ran.   Before I started working at TOYOTA, I was always a very optimistic, kind and compassionate person. I truly believe in treating everyone with the same respect...no matter who you are or what title you hold and was proud to work for a company that states this very behavior in their company policy.  I want so much to be able to give a GOOD review for TOYOTA but I'd be lying and I'm not going to do that.  Unfortunately, the very policy that is preached every day at TOYOTA is not in any way, shape or form ""enforced"" in the department that I worked in.  The plant could be as great as the PRODUCT (Corolla) they make if someone....anyone....would actually take full responsibility...the time to listen, go & see and enforce the very ""TOYOTA WAY"" that is written in their policy and talked about on a daily basis. Too many managers/leaders are more scared of hurting someone's feelings or better yet more interested in being the ""popular"" one than actually managing their people (which usually does include being the example of the TOYOTA WAY and having to enforce a policy that might not be popular); therefore, they continue to let BAD BEHAVIOR go on within the department.   The MANAGEMENT is truly the worst I've ever worked under in all the years I've been working. The rules/standards seem to change daily...usually according to the MOOD of the manager, group leader, etc. and that definitely makes it hard to work under.  My prayer for TOYOTA of Mississippi is that GOD will send someone"
2015-08-07,3.0,"Great PRODUCT and PAY; WORST management ever.... Great job and pay but no amount of money is worth the ""STRESS"" of how the department I worked in is ran.   Before I started working at TOYOTA, I was always a very optimistic, kind and compassionate person. I truly believe in treating everyone with the same respect...no matter who you are or what title you hold and was proud to work for a company that states this very behavior in their company policy.  I want so much to be able to give a GOOD review for TOYOTA but I'd be lying and I'm not going to do that.  Unfortunately, the very policy that is preached every day at TOYOTA is not in any way, shape or form ""enforced"" in the department that I worked in.  The plant could be as great as the PRODUCT (Corolla) they make if someone....anyone....would actually take full responsibility...the time to listen, go & see and enforce the very ""TOYOTA WAY"" that is written in their policy and talked about on a daily basis. Too many managers/leaders are more scared of hurting someone's feelings or better yet more interested in being the ""popular"" one than actually managing their people (which usually does include being the example of the TOYOTA WAY and having to enforce a policy that might not be popular); therefore, they continue to let BAD BEHAVIOR go on within the department.   The MANAGEMENT is truly the worst I've ever worked under in all the years I've been working. The rules/standards seem to change daily...usually according to the MOOD of the manager, group leader, etc. and that definitely makes it hard to work under.  My prayer for TOYOTA of Mississippi is that GOD will send someone"
2015-08-09,4.0,"Team member Good pay, overtime, and benifitsLong time to go from temp to hire in certain plants"
2015-08-09,2.0,"Don't work there There is a huge turn-over rate there.  Part of the reason is because there is no training at all.  You get thrown out on the sales floor and it's sink or swim.  One positive is that you do get 2 months of training pay, but once that's over with you're basically working for minimum wage. Also, they charge you for everything. They won't even supply you with a name tag.  It's taken out of your first check, along with business cards, your license, etc. They even want you to bring your own tablet or laptop to work to use."
2015-08-09,2.0,"Don't work there There is a huge turn-over rate there.  Part of the reason is because there is no training at all.  You get thrown out on the sales floor and it's sink or swim.  One positive is that you do get 2 months of training pay, but once that's over with you're basically working for minimum wage. Also, they charge you for everything. They won't even supply you with a name tag.  It's taken out of your first check, along with business cards, your license, etc. They even want you to bring your own tablet or laptop to work to use."
2015-08-10,3.0,"Content Employee Great pay & bonuses (remember they don't have to give us bonuses). Health benefits including on site medical, dentist, optometrist & physical therapy even a pharmacy with less out of pocket expense for you. Had my job when many were getting laid off.  Was told of my schedule (2 week rotation) many times over BEFORE getting hired & was informed it WAS NOT going to change. When hired during orientation we were told DO NOT base life on OT as it comes & goes. This info was extremely useful in making my decison to work here or pass. Love company family day @ Fiesta TexasSafety Shoe Distributor are the worst EVER! ! Not just the shoe but the people in charge of it  really blow. Caprice Uniform can't seem to get your size right you can order the same size 5 years & every year the size or bigger or smaller than the year before even though all tags have same size personally i think they change tags when they run out of the size that was ordered they won't take it back then we gotta pay out of our pocket which makes them more money. Aramark has got to go expensive for the crapppiest food. Can't complain about rotation due to fact that we knew about this before hand BUT it is not easy on body or mind as i tend to forget what day it is when working nights. Not sure why former employee would worry about the new proposed schedule if they no longer there but there was another option. Keeping fingers crossed for option #2."
2015-08-11,2.0,"If you have an alternative, take it The intro to the company was great, the pay is acceptable, and the benefits are good... but all good things come with a heavy price....This job require a great deal of sacrifice on your part, with little to nothing in return. Their core principles can be easily ignored when it comes to making more profit. They do their best to pay you as little as possible, while getting the most out of you as possible. When I was hired on to Toyota, I thought this was a company I could believe in and work for.... now I am just looking for the better alternative..."
2015-08-11,5.0,"Company that sets a Higher Standard everyday Toyota is one of the greatest automotive companies in the world that maintains that title through supporting constant improvement activities to make it stronger in the industry by relying on the experience and drive of the people working there.  Lean Manufacturing, Kaizen, Quality Circles, etc are pillars of what makes Toyota what it is.  Each day is challenging, but very rewarding."
2015-08-11,5.0,"Company that sets a Higher Standard everyday Toyota is one of the greatest automotive companies in the world that maintains that title through supporting constant improvement activities to make it stronger in the industry by relying on the experience and drive of the people working there.  Lean Manufacturing, Kaizen, Quality Circles, etc are pillars of what makes Toyota what it is.  Each day is challenging, but very rewarding."
2015-08-12,5.0,"Great place to work in Management was very polite. Great environment and good co- workers. A lot of manual labor, but it was always something different."
2015-08-12,5.0,"Great place to work in Management was very polite. Great environment and good co- workers. A lot of manual labor, but it was always something different."
2015-08-12,3.0,"Good place to work for Typical day would be doing the jobs I was trained on. Rotating every two hours. Ive learned how to follow work instructions better."
2015-08-12,5.0,"Allowed me personal growth opportunities like no other I had so many opportunities to grow at this company.  My position was fluid to allow me to perform non-customary tasks and I worked with some really great people that I still am friends with.  Work didn't feel like a j-o-b.  I honestly feel that if you love what you do, it doesn't feel like a job, and you look forward to it each day."
2015-08-12,5.0,"Allowed me personal growth opportunities like no other I had so many opportunities to grow at this company.  My position was fluid to allow me to perform non-customary tasks and I worked with some really great people that I still am friends with.  Work didn't feel like a j-o-b.  I honestly feel that if you love what you do, it doesn't feel like a job, and you look forward to it each day."
2015-08-12,3.0,"Good place to work for Typical day would be doing the jobs I was trained on. Rotating every two hours. Ive learned how to follow work instructions better."
2015-08-13,4.0,Mr Stamp The people are generally excellent; motivated and honest. Workplace is well organized and maintained. Safety is emphasized and quality is paramount. That's important when you want to have pride in your product.Some of the midlevel managers are ... willing to be less than candid with their supervisors and try to get the workers to meet whatever 'delta' is at issue.
2015-08-13,3.0,"Quality Assurance/Test Analyst Worked on multiple projects covering 4 developers for system testing.Remedy was the primary tool being developed that supported help desk tickets for over 10,000 employees. I was responsible for the quality of each iteration release and was also involved with Project Management tasks such as overseeing the total project, keeping schedules on track, and acquiring pieces of information from the customer to complete the project in a timely matter. I used SharePoint as an information tool. Experience with both Waterfall and Agile testing methodologies. Experience with HP Quality center. Provided change management qualities/RTM to complete the development life cycle"
2015-08-13,3.0,"selling of new vehicle and spare part use for toyota vehicle and provide a motor vehicle servicing for the benefit of there dealer. Selling of new TOYOTA motor vehicle and spare part for toyota vehicles.Toyota management like to meet up with there staff requiredalways send there staff for training school to improve there knowkedge.Toyota have a good marketer."
2015-08-13,3.0,"Quality Assurance/Test Analyst Worked on multiple projects covering 4 developers for system testing.Remedy was the primary tool being developed that supported help desk tickets for over 10,000 employees. I was responsible for the quality of each iteration release and was also involved with Project Management tasks such as overseeing the total project, keeping schedules on track, and acquiring pieces of information from the customer to complete the project in a timely matter. I used SharePoint as an information tool. Experience with both Waterfall and Agile testing methodologies. Experience with HP Quality center. Provided change management qualities/RTM to complete the development life cycle"
2015-08-13,3.0,"selling of new vehicle and spare part use for toyota vehicle and provide a motor vehicle servicing for the benefit of there dealer. Selling of new TOYOTA motor vehicle and spare part for toyota vehicles.Toyota management like to meet up with there staff requiredalways send there staff for training school to improve there knowkedge.Toyota have a good marketer."
2015-08-14,4.0,Great company This is a lot of room for growth and you are able to learn as much as you can handle. Excellent place of employment. Worked my way from the floor into management. Workers are able to make a difference.
2015-08-14,5.0,"Productive and fun work atmosphere Telephone answering service and customer solutions, courteous to my customers. Customers always have undivided attention. Also offers a variety of services to help you boost customer acquisition and retention"
2015-08-14,4.0,Great company This is a lot of room for growth and you are able to learn as much as you can handle. Excellent place of employment. Worked my way from the floor into management. Workers are able to make a difference.
2015-08-14,5.0,"Productive and fun work atmosphere Telephone answering service and customer solutions, courteous to my customers. Customers always have undivided attention. Also offers a variety of services to help you boost customer acquisition and retention"
2015-08-15,4.0,"Overall great place to work.  Benefits were exceptional! I loved working for Toyota.  The benefits and pay were great and my co-workers were a pleasure to work with.Monthly and daily objectives kept you motivated to meet your goals."
